Case UPC,Item UPC,Client,Pack / Size / UOM,Item Description,DBW Group,Primary PG,Secondary DBW Group,Units to Cases - (Case Count)
10107,10107,JMSMUC,4 / 14 / OZ,FOLGERS CLMBN FP 10 PK,LP401728,FG FRAC PAC 10 CT 14 OZ,COFFEE FG,4
10111,10111,JMSMUC,12 / 10 / OZ,PILON GOURMET BRICK,LP400488,PI BRICK BAG 10 OZ,COFFEE PI,12
10113,10113,JMSMUC,12 / 10 / OZ,PILON DECAF BRICK,LP400491,PI BRICK BAG 10 OZ,COFFEE PI,12
10115,10115,JMSMUC,6 / 40 / OZ,PILON GRMT FAM BRICK 4 PK,LP400480,CAFE PILON FM BRCK 4 PK 6/40 O,COFFEE PI,6
10116,10116,JMSMUC,6 / 36 / OZ,PILON CAN,LP400483,PI CAN 36 OZ,COFFEE PI,6
10117,10117,JMSMUC,6 / 40 / OZ,PILON FAMILY BRICK 4 PK,LP400481,CAFE PILON FM BRCK 4 PK 6/40 O,COFFEE PI,6
10128,10128,JMSMUC,12 / 18 / OZ,SM BLUEBERRY PRESERVES,LP400201,SM GOOBER 18 OZ,FHS SM,12
90,90,JMSMUC,12 / 12 / OZ,SMCKR SDLSS BLKBERRY JAM,LP400226,SM JAM/JELLY/PRSRVS 12 OZ,FHS SM,12
10158,10158,JMSMUC,8 / 1.69 / OZ,FG CAF INST 24 PACKETS,LP401338,FG INSTANT STICKS 24 /1.69 OZ,COFFEE FG,8
10251,10251,JMSMUC,6 / 48 / OZ,SM GRAPE JELLY GLASS,LP400132,SM JAM/JELLY/PRSRV 48 OZ,FHS SM,6
10252,10252,JMSMUC,6 / 48 / OZ,SM STRAWBERRY JAM GLASS,LP400131,SM JAM/JELLY/PRSRV 48 OZ,FHS SM,6
10501,10501,JMSMUC,24 / 6 / OZ,BUSTELO BRICK,LP401578,BS BRICK 6 OZ,COFFEE BS,24
10502,10502,JMSMUC,6 / 3.1 / OZ,FLGRS BTTRY CRML 10CT KCP,LP404476,FG BTTRY CRML KC 10-6/3.1 OZ,COFFEE FG,6
10504,10103,JMSMUC,24 / 6 / OZ,PILON BRICK,LP400478,PI BRICK BAG 6 OZ,COFFEE PI,24
72808,,JMSMUC,27 / 32 / EA,FLGR KCUP CLSC/BLK SLK FS,,COFF SHIPPERS/DISPLAYS/PALLETS,,27
10535,1720,JMSMUC,1080 / 10 / OZ,BUSTELO BRICK PLT 1080 CT,LP401600,COFF SHIPPERS/DISPLAYS/PALLETS,COFFEE BS,1080
10676,10676,JMSMUC,4 / 1.7 / OZ,BUSTELO ESPRESSO CAP 10PK,LP402505,BS SPR CAP 10 CT 1.7 OZ,COFFEE BS,4
10807,2570,JMSMUC,8 / 10 / OZ,SM SMP FT SDL RD RASP,LP400239,SM SIMPLY FRUIT 10 OZ,FHS SM,8
78453,34,JMSMUC,36 / 8 / OZ,FLGRS CAFFINATD INSTNT DS,LP401223,COFF SHIPPERS/DISPLAYS/PALLETS,,36
10815,2331,JMSMUC,8 / 10 / OZ,SMUCKERS SMPLY FRT APRCT,LP400239,SM SIMPLY FRUIT 10 OZ,FHS SM,8
10827,4042,JMSMUC,8 / 12.75 / OZ,SMCKR SPLENDA STRWBR JAM,LP400221,SM SUGAR FREE SPREADS 12.75 OZ,FHS SM,8
10829,2329,JMSMUC,8 / 10 / OZ,SMUCKERS SMP FT GRAPE,LP400239,SM SIMPLY FRUIT 10 OZ,FHS SM,8
10834,2342,JMSMUC,8 / 10 / OZ,SMUCKERS SMP FT PEACH,LP400239,SM SIMPLY FRUIT 10 OZ,FHS SM,8
10835,4062,JMSMUC,8 / 12.75 / OZ,SMUCKERS SF SPLD BLUBRY,LP400221,SM SUGAR FREE SPREADS 12.75 OZ,FHS SM,8
10836,4005,JMSMUC,8 / 12.75 / OZ,SMUCKERS SF SPLD GRP JM,LP400221,SM SUGAR FREE SPREADS 12.75 OZ,FHS SM,8
10837,4006,JMSMUC,8 / 12.75 / OZ,SMUCKERS SPLD ORNG MARM,LP400221,SM SUGAR FREE SPREADS 12.75 OZ,FHS SM,8
10838,2326,JMSMUC,8 / 10 / OZ,SM SMP FT RED RASP,LP400239,SM SIMPLY FRUIT 10 OZ,FHS SM,8
10839,4061,JMSMUC,8 / 12.75 / OZ,SMCKR SF SPLN PCH PRSV,LP400221,SM SUGAR FREE SPREADS 12.75 OZ,FHS SM,8
10840,4001,JMSMUC,8 / 12.75 / OZ,SMUCKERS SPL RR PRES,LP400221,SM SUGAR FREE SPREADS 12.75 OZ,FHS SM,8
93,93,JMSMUC,12 / 12 / OZ,SMCKR SDLSS RED RSPBR JAM,LP400226,SM JAM/JELLY/PRSRVS 12 OZ,FHS SM,12
10841,4025,JMSMUC,8 / 12.75 / OZ,SMUCKERS SPLD STR SDL JM,LP400221,SM SUGAR FREE SPREADS 12.75 OZ,FHS SM,8
10842,2327,JMSMUC,8 / 10 / OZ,SMPLY FRT SDLS BLACKBERRY,LP400239,SM SIMPLY FRUIT 10 OZ,FHS SM,8
10846,2571,JMSMUC,8 / 10 / OZ,SM SMP FRT SDL STRAW,LP400239,SM SIMPLY FRUIT 10 OZ,FHS SM,8
10849,4041,JMSMUC,8 / 12.75 / OZ,SMCKR SF SPLN SDLSS BLKBR,LP400221,SM SUGAR FREE SPREADS 12.75 OZ,FHS SM,8
10851A,10851,JMSMUC,4 / 13.54 / OZ,FG CLSC 48 CT K-CUP ST1,LP402010,FG KCUP 48 CT,COFFEE FG,4
10851B,1667,JMSMUC,8 / 15.5 / OZ,SMUCKERS LS GRAPE JELLY,LP403449,SM LOW SUGAR 15.5 OZ,FHS SM,8
10852,10852,JMSMUC,4 / 13.54 / OZ,FG MRNCFE 48 CT K-CUP ST1,LP402010,FG KCUP 48 CT,COFFEE FG,4
10853,10853,JMSMUC,4 / 13.54 / OZ,FG BLKSLK 48 CT K-CUP ST1,LP402010,FG KCUP 48 CT,COFFEE FG,4
10855,2325,JMSMUC,8 / 10 / OZ,SMUCKERS SIMPLY FRT STRAW,LP400239,SM SIMPLY FRUIT 10 OZ,FHS SM,8
10860,10860,JMSMUC,6 / 11.5 / OZ,SM SLTD CRML SMPL DLT,LP400236,SM SIMPLE DELIGHT 11.5 OZ,FHS SM,6
94,94,JMSMUC,12 / 12 / OZ,SM SDLS STRWBR JAM,LP400225,SM JAM/JELLY/PRSRVS 12 OZ,FHS SM,12
10861,1669,JMSMUC,8 / 15.5 / OZ,SMCKR LS STRWBR PRESERVES,LP403449,SM LOW SUGAR 15.5 OZ,FHS SM,8
10862,14125,JMSMUC,8 / 17.25 / OZ,SMUCKERS GRP NATRL SPD,LP400208,SM NATURAL 17.25 OZ,FHS SM,8
10864,10864,JMSMUC,6 / 11.5 / OZ,SM HOT FUDGE SMPL DLT,LP400236,SM SIMPLE DELIGHT 11.5 OZ,FHS SM,6
10866,14133,JMSMUC,8 / 17.25 / OZ,SMUCKERS ORNG MARM NATL,LP400206,SM NATURAL 17.25 OZ,FHS SM,8
10868,14134,JMSMUC,8 / 17.25 / OZ,SMUCKERS RASP NATRL SPD,LP400207,SM NATURAL 17.25 OZ,FHS SM,8
10869,14130,JMSMUC,8 / 17.25 / OZ,SMUCKERS STRAW NTRL SPD,LP403448,SM NATURAL 17.25 OZ,FHS SM,8
10879,4002,JMSMUC,8 / 12.75 / OZ,SMCKR SF SPLN APRC PRSV,LP400221,SM SUGAR FREE SPREADS 12.75 OZ,FHS SM,8
10927,10927,JMSMUC,12 / 4.5 / OZ,CCO VAL CUPID COOKIE DT,LP404769,CCO SNCKS CHW 14 OZ,PET CCO,12
10971,28999,JMSMUC,6 / 7.05 / OZ,BSTL CAFE DE MEXICO INST,LP403849,BS INSTANT 7.5 OZ,COFFEE BS,6
11037,11037,JMSMUC,6 / 9.6 / OZ,FG TSTY HZLNT R&G CFFE,LP401319,FG GROUND 9.6 OZ,COFFEE FG,6
57478,,JMSMUC,24 / 9 / OZ,FOLGERS CAFFEINE MIXED FS,LP403574,COFF SHIPPERS/DISPLAYS/PALLETS,,24
62213,30401,JMSMUC,24 / 9.6 / OZ,FOLGERS CLASSIC ROAST FS,LP403573,COFF SHIPPERS/DISPLAYS/PALLETS,,24
11105,1720,JMSMUC,14 / 10 / OZ,BSTL BRICK TRAY 14 CT,LP401606,CAFE BUSTELO TRAY 14/10 CT,COFFEE BS,14
11171,11171,JMSMUC,4 / 1.7 / OZ,BUSTELO ESPRESSO CAPS 10P,LP402505,BS SPR CAP 10 CT 1.7 OZ,COFFEE BS,4
30409,30401,JMSMUC,168 / 25.9 / OZ,FOLGERS CLASSIC ROAST PLT,LP403396,COFF SHIPPERS/DISPLAYS/PALLETS,,168
11237,1710,JMSMUC,12 / 6 / OZ,BUSTELO BRICK,LP401578,CAFE BUSTELO BRICK 12/6 OZ,COFFEE BS,12
11252,11252,JMSMUC,12 / 3.3 / OZ,CB CFFNTD INSTNT 6CT PCKT,LP401611,BS INSTANT STICKS 6 CT .54 OZ,COFFEE BS,12
11302A,11302,JMSMUC,1 / 29.63 / OZ,BUSTELO ESPRESSO,,DISPLAY ONLY ITEMS,COFFEE BS,1
11302B,11302,JMSMUC,96 / 29.63 / OZ,BUSTELO ESPRESSO DRP,LP401590,COFF SHIPPERS/DISPLAYS/PALLETS,COFFEE BS,96
11318,,JMSMUC,48 / 1 / EA,BUSTELO ESPR CLMBN FLSTND,LP401573,COFF SHIPPERS/DISPLAYS/PALLETS,COFFEE BS,48
11486,11486,JMSMUC,4 / 11.3 / OZ,MKB RRN PUP HRT BX WMT,LP403637,MKB SNCKS 32 OZ,PET MKB,4
00095C,95,JMSMUC,12 / 12 / OZ,SMUCKER STRAW PRESERVES,LP400225,SM JAM/JELLY/PRSRVS 12 OZ,FHS SM,12
11601,11601,JMSMUC,12 / 0.55 / OZ,PILON DEC INST 6CT PACKET,LP400494,PI INST STICKS 6 CT .54 OZ,COFFEE BS,12
11607,50,JMSMUC,6 / 10 / OZ,BUSTELO CAN,LP401599,CAFE BUSTELO 6/10 OZ,COFFEE BS,6
11608,1720,JMSMUC,40 / 10 / OZ,CAFE BUSTELO BRICK FS,LP402108,COFF SHIPPERS/DISPLAYS/PALLETS,COFFEE BS,40
11958,11958,JMSMUC,1 / 20 / LB,MM TEND CNTRS SMN CHKN,LP404524,MM TC BAG 20 LB,PET MM,1
12288,,JMSMUC,48 / 15 / OZ,JIF CHOC PEANUT BUTTER DS,LP404477,COFF SHIPPERS/DISPLAYS/PALLETS,FHS JF,48
12387,,JMSMUC,108 / 22.6 / OZ,FG 22.6 OZ MIXED HLF PLT,LP403566,COFF SHIPPERS/DISPLAYS/PALLETS,COFFEE FG,108
12665,,JMSMUC,36 / 1 / EA,FG CLS RST CAN KCUP FS,LP404870,FG KCUP 32-36 CT,COFFEE FG,36
12722,12722,JMSMUC,6 / 12 / OZ,FG 1850 BLACK GOLD,LP403838,FG GROUND 9.6 OZ,COFFEE FG,6
12889,,JMSMUC,33 / 1 / EA,MKB HALLOWEEN FLOORSTAND,LP403741,PET SHIPPERS/DISPLAY/PALLETS,PET MKB,33
12964,12964,JMSMUC,12 / 4.5 / OZ,CCO SWEET SCOOPS,LP404770,CANINE CARRY OUTS 12/4.5 OZ,PET CCO,12
120,120,JMSMUC,12 / 12.25 / OZ,SMCKR MARSHMALLOW TOPPING,LP400224,SM PB SPOONABLE,FHS SM,12
13229,,JMSMUC,36 / 3 / OZ,MM IRR SMALL BAG FS,LP400824,PET SHIPPERS/DISPLAY/PALLETS,PET MM,36
13713,13713,JMSMUC,6 / 2.4 / OZ,FG CLS DECAF 10 CT K-CUP,LP404476,FG KCUP 10 CT,COFFEE FG,6
13993,13993,JMSMUC,4 / 22.2 / OZ,MKB CMFT CHW MINI BF DT,LP403628,MKB CHWS 22.2 OZ,PET MKB,4
14127,14127,JMSMUC,8 / 17.25 / OZ,SM CHERRY NATRL SPRD,LP400207,SM NATURAL 17.25 OZ,FHS SM,8
14129,14129,JMSMUC,8 / 17.25 / OZ,SM BLACKBERRY NAT SPD,LP400207,SM NATURAL 17.25 OZ,FHS SM,8
77076,,JMSMUC,300 / 1 / EA,ICE CREAM TOPPING MOD,LP400100,DISPLAYS / PALLETS / SHIPPERS,,300
14172,14172,JMSMUC,12 / 19 / OZ,SMCKR NAT STRWBR SQZE SPR,LP400196,SM SQUEEZE 19 OZ,FHS SM,12
14174,14174,JMSMUC,12 / 19 / OZ,NATURAL GRAPE SQUEEZE,LP400195,SM SQUEEZE 19 OZ,FHS SM,12
14175,14175,JMSMUC,12 / 19 / OZ,SM NATURAL RED RASP SQZ,LP400194,SM GRAPE SQUEEZE 12 OZ,FHS SM,12
14763,,JMSMUC,60 / 4.5 / OZ,CCO SUM GRILL DT FSTD,,PET SHIPPERS/DISPLAY/PALLETS,PET CCO,60
18,18,JMSMUC,12 / 16.5 / OZ,SM CIDR APPLE BUTTER,LP400211,SM CIDER APPLE BTR 16.5 OZ,FHS SM,12
121,121,JMSMUC,12 / 12 / OZ,SMCKR HOT CARAMEL TOPPING,LP400224,SM PB SPOONABLE,FHS SM,12
14767,14767,JMSMUC,8 / 5.6 / OZ,PP TRIPLE STEAK,LP400460,PP ROUND SNCKS 5 OZ,PET PP,8
14833,615,JMSMUC,12 / 2.75 / OZ,MM TENDERS TUN/SHRMP,LP400851,MM WET SNGLS 2.75 OZ,PET MM,12
14840,14840,JMSMUC,5 / 10 / OZ,MK CHCKN SAUSG SLCD APL,LP400971,MK 10 OZ,PET MK,5
14855,14855,JMSMUC,8 / 5.6 / OZ,PP TRIPLE MEAT LVRS FLVR,LP400460,PP ROUND SNCKS 5 OZ,PET PP,8
14856,51376,JMSMUC,4 / 6.3 / LB,MM ORIG,LP400839,MM DRY MED BAG 6.3 LB,PET MM,4
14898,616,JMSMUC,12 / 2.75 / OZ,MM TENDERS SALMON/CRAB,LP400851,MM WET SNGLS 2.75 OZ,PET MM,12
24497,25537,JMSMUC,12 / 16 / OZ,JIF 16OZ CRNCY LIDL DSP R,LP403527,JF PB 16 OZ,FHS JF,12
14919,619,JMSMUC,12 / 2.75 / OZ,MM TNDR FVRT TRK GIBLETS,LP400851,MM WET SNGLS 2.75 OZ,PET MM,12
14952,617,JMSMUC,12 / 2.75 / OZ,MM TNDR FVRT CHCKN BEEF,LP400851,MM WET SNGLS 2.75 OZ,PET MM,12
14975,50570,JMSMUC,12 / 2.75 / OZ,MEOW MIX CIG CHKN BST,LP400851,MM WET SNGLS 2.75 OZ,PET MM,12
147,147,JMSMUC,6 / 11 / OZ,DUNKIN CAF GR PUMPKIN,LP402980,DN PPK BAG FLVRD 11 OZ,COFFEE DN,6
14976,40,JMSMUC,4 / 6.3 / LB,MM HAIRBALL CONTROL,LP400839,MM DRY MED BAG 6.3 LB,PET MM,4
14999,618,JMSMUC,12 / 2.75 / OZ,MM TNDR FVRT CHCKN LIVER,LP400851,MM WET SNGLS 2.75 OZ,PET MM,12
16738,16738,JMSMUC,8 / 17.25 / OZ,SM NATRL APRICOT SPRD,LP400207,SM NATURAL 17.25 OZ,FHS SM,8
17178,17178,JMSMUC,3 / 19.2 / OZ,FG GOURMET SUPREME DG,LP401934,FG DG 19.2 OZ,COFFEE FG,3
17343,17343,JMSMUC,4 / 14.8 / OZ,MKB FL TWST CHK CHS DT,LP402155,MKB FARMERS MEDLEY 12 OZ,PET MKB,4
17537,17537,JMSMUC,4 / 1.7 / OZ,MEDAGLIA DORO ESP CAP 10P,LP402506,MDO ESPRESSO CAPS 10 CT 1.7 OZ,COFFEE MDO,4
17918,17918,JMSMUC,6 / 24 / OZ,MKB GINGRD FLV BONE PAIL,LP403341,MKB GRN FR BISCUITS 22 OZ,PET MKB,6
18374,18374,JMSMUC,6 / 3.1 / OZ,FLGRS FRNCH VNLL 10CT KC,LP404476,FG FRCH VNLL KC 10-6/3.1 OZ,COFFEE FG,6
19196,1102,JMSMUC,6 / 3.5 / OZ,BUSTELO  INST CFFE,LP401588,BS FRZ DRIED INST 3.52 OZ,COFFEE BS,6
44200,44200,JMSMUC,10 / 29.5 / OZ,JIF CHOC PBTR,LP404717,JF PB CHOC 15-29.5 OZ,FHS JF,10
35614,35614,JMSMUC,6 / 8 / EA,JIF CHOCLT PB TO GO,LP403874,JF TO GO 8.8 OZ,FHS JF,6
19867,19867,JMSMUC,6 / 40 / OZ,BSTL VANIL MS RTD ESPR CF,LP403865,BS RTD ESPR COFFEE 40 FO,COFFEE BS,6
20083,20083,JMSMUC,12 / 3 / OZ,FLGRS CAFF INSTANT REG,LP401279,FG INSTAND SNGLS 3 OZ,COFFEE FG,12
25688,35614,JMSMUC,16 / 8 / EA,JIF CHOCOLATE PB TO GO DS,LP403912,COFF SHIPPERS/DISPLAYS/PALLETS,FHS JF,16
20170,20170,JMSMUC,12 / 0.42 / OZ,FG DEC INST 6 PACKETS,LP401348,FG INSTANT STICKS 12/.4-0.5 OZ,COFFEE FG,12
20188,20188,JMSMUC,12 / 0.49 / OZ,FLGRS CAFF INSTANT ETS,LP401347,FG INSTANT STICKS 12/.4-0.5 OZ,COFFEE FG,12
20204,20204,JMSMUC,6 / 3.38 / OZ,FG GR MRN CAF 12 CT K-CUP,LP401273,FG KCUP 12 CT,COFFEE FG,6
20226,7085,JMSMUC,6 / 11.5 / OZ,FOLGERS DEC GR SMPL SMTH,LP401320,FG GROUND 9.6 OZ,COFFEE FG,6
20227,7084,JMSMUC,6 / 11.5 / OZ,FOLGERS CAF GR SMPL SMTH,LP401320,FG GROUND 9.6 OZ,COFFEE FG,6
20359,20359,JMSMUC,6 / 11.3 / OZ,FLGRS DCF GRND CLSSC RST,LP400486,FG GROUND 9.6 OZ,COFFEE FG,6
20408,20408,JMSMUC,8 / 3.4 / OZ,FG CAF VAN 4CT CAPSTCK,LP401275,FG CAPSTCK 4 CT 3.4 OZ,COFFEE FG,8
162,162,JMSMUC,12 / 32 / OZ,SMCKR GRAPE JELLY,LP400159,SM JAM/JELLY/PRSRV 32 OZ,FHS SM,12
20430,20430,JMSMUC,6 / 9.6 / OZ,FLGRS CAFF GRND BLND SLK,LP401328,FG GROUND 9.6 OZ,COFFEE FG,6
20434,20434,JMSMUC,4 / 8.88 / OZ,FG 1850 BLKGLD 24CT K-CUP,LP402727,FG PAPER C UPS 12 OZ,COFFEE FG,4
20435,20435,JMSMUC,4 / 8.88 / OZ,FG 1850 TRBLZ 24 CT K-CUP,LP402727,FG PAPER C UPS 12 OZ,COFFEE FG,4
20436,20436,JMSMUC,4 / 8.88 / OZ,FG 1850 EXPBLD 24CT K-CUP,LP402727,FG PAPER C UPS 12 OZ,COFFEE FG,4
20457,20457,JMSMUC,1 / 50.4 / OZ,FLGRS GRND CLSC RST 42 CT,LP401343,FG FRAC PAC 42 CT 0.8-2 OZ,COFFEE FG,1
20474A,20474,JMSMUC,4 / 15.23 / OZ,FOLGERS CLMB 48 CT K-CUP,LP402010,FG KCUP 48 CT,COFFEE FG,4
20478,20478,JMSMUC,4 / 6.77 / OZ,FG GR HALF CAFF 24 K-CUP,LP402009,FG PAPER C UPS 12 OZ,COFFEE FG,4
20496,20496,JMSMUC,8 / 3.4 / OZ,FG CAF MCHA 4CT CAPSTCK,LP401275,FG CAPSTCK 4 CT 3.4 OZ,COFFEE FG,8
20513,20513,JMSMUC,6 / 31.1 / OZ,FLGRS CAFF GRN SMPLY SMTH,,FG GROUND SMLP SMTH 31.1 OZ,COFFEE FG,6
20544,20544,JMSMUC,6 / 24.2 / OZ,FLGRS CAFF GRN HRC SP RST,,FG GROUND 25.9 OZ,COFFEE FG,6
163,163,JMSMUC,12 / 32 / OZ,SMCKR STRWBR JAM,LP400153,SM JAM/JELLY/PRSRV 32 OZ,FHS SM,12
20629,34,JMSMUC,6 / 8 / OZ,FOLGERS CAFFE INSTANT,LP401220,FG INSTANT 7-8 OZ,COFFEE FG,6
20630,88,JMSMUC,6 / 8 / OZ,FLGRS DCFF INSTANT,LP401218,FG INSTANT 7-8 OZ,COFFEE FG,6
20633,80,JMSMUC,6 / 12 / OZ,FOLGERS CAF INSTANT,LP401311,FLGRS INSTANT CAFFE 6/12 OZ,COFFEE FG,6
20654,20654,JMSMUC,4 / 9.03 / OZ,FG MRN CAFE 32 CT K-CUP,LP402780,FG KCUP 32-36 CT,COFFEE FG,4
20655,20655,JMSMUC,4 / 9.03 / OZ,FG GR BLK SLK 32 CT K-CUP,LP402780,FG KCUP 32-36 CT,COFFEE FG,4
20656,20656,JMSMUC,4 / 9.03 / OZ,FG CLS ROAST 32 CT K-CUP,LP402780,FG KCUP 32-36 CT,COFFEE FG,4
20657,20657,JMSMUC,4 / 10.15 / OZ,FOLGERS CLMB 32 CT K-CUP,LP402780,FG KCUP 32-36 CT,COFFEE FG,4
20672,20672,JMSMUC,6 / 25.1 / OZ,FLGRS CAFF GRN RY ROAST,,FG GROUND 25.9 OZ,COFFEE FG,6
20715,20715,JMSMUC,1 / 36 / OZ,FLGRS CLSC RST FP 40 CT,LP403506,FG CAFF REG FIL PK 40 CT 0.9OZ,COFFEE FG,1
24668,24668,JMSMUC,12 / 15 / OZ,JIF CHOCOLATE PBTR,LP403829,JF PB CHOC 15-29.5 OZ,FHS JF,12
195,195,JMSMUC,6 / 23 / OZ,FG CAF GR SIMPLY SMOOTH,LP401295,FG GROUND 22.6 OZ,COFFEE FG,6
20782,20782,JMSMUC,6 / 40 / OZ,BSTL UNSWT MS RTD ESPR,LP403865,BS RTD ESPR COFFEE 40 FO,COFFEE BS,6
58002,58002,JMSMUC,6 / 8 / EA,JIF CR PBTR TO GO,LP403891,JF TO GO 8.8 OZ,FHS JF,6
65642,65642,JMSMUC,6 / 8 / EA,JIF CR PBTR TO GO,LP403891,JF TO GO 8.8 OZ,FHS JF,6
24493,,JMSMUC,28/12 / 16 / OZ,JIF CREAMY CRNCH QRT PLLT,LP401069,COFF SHIPPERS/DISPLAYS/PALLETS,FHS JF,336
21516,704,JMSMUC,4 / 6.3 / LB,MM INDOOR,LP400839,MM DRY MED BAG 6.3 LB,PET MM,4
21582,22083,JMSMUC,6 / 9.75 / OZ,CCO SNW BF CHS DOG TREAT,LP403250,CCO SNCKS 9.75 OZ,PET CCO,6
21635,21635,JMSMUC,1 / 9 / LB,MILK-BONE GRN FR BISCUIT,LP402778,MKB GRN FR BISCUITS 9 B,PET MKB,1
21802,21802,JMSMUC,6 / 22 / OZ,MILK-BONE GRN FR BISCUIT,LP402777,MKB GRN FR BISCUITS 22 OZ,PET MKB,6
21810,51232,JMSMUC,4 / 3.15 / LB,MEOW MIX SEAFD MDLY DCF,LP400844,MM DRY SML BAG 3.05- 3.15 LB,PET MM,4
21850,52716,JMSMUC,5 / 3 / OZ,MM IRRESISTIBLES SALMON,LP400815,MM TREATS SMALL BAG,PET MM,5
210,210,JMSMUC,12 / 10 / OZ,BUSTELO DECAF CAN,LP401602,BS CAN 10 OZ,COFFEE BS,12
21880,21880,JMSMUC,4 / 3 / LB,MM TND CNTR BST BTS CK TN,LP403688,MM DRY SML BAG 3.05- 3.15 LB,PET MM,4
77295,25516,JMSMUC,36 / 16 / OZ,JIF CREAMY PB STC DS,LP404822,COFF SHIPPERS/DISPLAYS/PALLETS,FHS JF,36
21892,1800,JMSMUC,4 / 32 / OZ,BUSTELO WB CFFE,LP401584,BS SPRM PPK 32 OZ,COFFEE BS,4
21908,21908,JMSMUC,1 / 32 / LB,MM SAMS EXCLUSIVE MIX DFC,LP402716,MM 30-32 LB,PET MM,1
21920,21920,JMSMUC,1 / 13.5 / LB,MM TND CNTR BST BTS CK TN,LP403689,MM TC DRY LARGE BAG 13.5 OZ,PET MM,1
21967,21967,JMSMUC,6 / 2.4 / OZ,FOLGERS BF BLEND 10CT KCP,LP404476,FG BF BLEND 10CT 2.4 OZ,COFFEE FG,6
22020,22020,JMSMUC,6 / 17 / OZ,MKB GRAVY BONES EXT GRVY,LP403691,MKB ORG MINI BISCUITS 15 OZ,PET MKB,6
24143,24143,JMSMUC,1 / 54 / OZ,JIF CREAMY PB TO GO 36 PK,LP401100,JF TO GO 1.5 OZ,FHS JF,1
22056,22160,JMSMUC,4 / 12 / OZ,MILK-BONE DIPPED VAN YGRT,LP403052,MKB FARMERS MEDLEY 12 OZ,PET MKB,4
22083,22083,JMSMUC,10 / 9.75 / OZ,CCO SNAW BF&CH,LP403250,CCO SNCKS 9.75 OZ,PET CCO,10
227,227,JMSMUC,12 / 11.3 / OZ,FLGRS CAFE CAFF GRND BAG,LP400979,FG 1850 GROUND PPK 12 OZ,COFFEE FG,12
22150,22150,JMSMUC,3 / 32 / OZ,MKB CHNKS BEEF W/BCN,LP403078,MKB DIPPED SNCKS 32 OZ,PET MKB,3
22158,22158,JMSMUC,1 / 76 / OZ,MKB MARO SNACK REFILL,LP403154,MKB SNCK REFILL 70 OZ,PET MKB,1
22174,78560,JMSMUC,4 / 27.5 / OZ,MILK-BONE BC S/M EX VL,LP402130,MKB MARO SNCKS 24 OZ,PET MKB,4
24136,24136,JMSMUC,6 / 12 / OZ,JIF CREAMY PBTR TO GO,LP401116,JIF PB TO GO 6/12 OZ,FHS JF,6
22262,22262,JMSMUC,1 / 64 / OZ,MKB DIPPED VAN YGRT ECOM,LP403198,MKB ECOM 64 OZ,PET MKB,1
22290,22290,JMSMUC,6 / 17 / OZ,MKB FLAVOR SNACKS SMALL,LP403691,MKB ORG MINI BISCUITS 15 OZ,PET MKB,6
22301,22301,JMSMUC,1 / 64 / OZ,MKB CHNKD TRKY W/BCN ECOM,LP403197,MKB ECOM 64 OZ,PET MKB,1
22320,22320,JMSMUC,3 / 32 / OZ,MILK-BONE DIPPED PNT BTR,LP403072,MKB DIPPED SNCKS 32 OZ,PET MKB,3
22405,22018,JMSMUC,4 / 12 / OZ,MB BEEF W BACON CHUNKS,LP403077,MKB FARMERS MEDLEY 12 OZ,PET MKB,4
22409,22105,JMSMUC,4 / 12 / OZ,MKB CHNKS TRKY W/BCN,LP403077,MKB FARMERS MEDLEY 12 OZ,PET MKB,4
234,234,JMSMUC,12 / 11.3 / OZ,FLGRS DCFF GRN CLSSC RST,,FG GROUND 11.3 OZ,COFFEE FG,12
22418,22053,JMSMUC,4 / 12 / OZ,MB DIPPED PEANUT BTTR,LP403052,MKB FARMERS MEDLEY 12 OZ,PET MKB,4
22440,22440,JMSMUC,1 / 64 / OZ,MKB DIPPED PNT BTR ECOM,LP403198,MKB ECOM 64 OZ,PET MKB,1
22485,22485,JMSMUC,6 / 3 / OZ,CCO TENDER JERKY,LP403221,CCO SNCKS 3 OZ,PET CCO,6
22491,22491,JMSMUC,1 / 70 / OZ,MKB FLV SNCK MINIS REFILL,LP403153,MKB SNCK REFILL 70 OZ,PET MKB,1
24769,24769,JMSMUC,4 / 80 / OZ,JIF CREAMY PBTR TWNPK,LP403516,JF PG TWN PK 80 OZ,FHS JF,4
24177,24177,JMSMUC,10 / 28 / OZ,JIF CREAMY PEANUT BUTTER,LP403524,JF PB 28 OZ,FHS JF,10
23886,77334,JMSMUC,12 / 2.75 / OZ,MM CNK N GRVY TN CRAB,LP400851,MM WET SNGLS 2.75 OZ,PET MM,12
23963,23963,JMSMUC,5 / 12 / OZ,MKB RED WHT WOOF MX BRY,,MKB SEASONAL 5/12 OZ,PET MKB,5
24191,24191,JMSMUC,12 / 12 / OZ,JIF CREAMY PEANUT BUTTER,LP401123,JIF PB CREAMY 12/12 - 15 OZ,FHS JF,12
25516,25516,JMSMUC,12 / 16 / OZ,JIF CREAMY PEANUT BUTTER,LP403527,JF PB 16 OZ,FHS JF,12
249,249,JMSMUC,6 / 11 / OZ,DN CAF GR CRML ME CRAZY,LP401419,DN PPK BAG FLVRD 11 OZ,COFFEE DN,6
